
#SDOL,1586529681645322200,"RT @thiagohiro_: confira no próximo episódio #SDOL #SinaisDoOutroLado https://t.co/U4gzQrMS4H"
#SDOL,1586529679770812400,"RT @blankhele: incrível como o cellbit realmente ama o que faz, olha a evolução do rpg de alguns MESES atrás para o rpg de HOJE. esse cara…"
#SDOL,1586529678080082000,"RT @PatoPatin_: Ele pode não ter tempo de tela, mas ele tem o povo. #SinaisDoOutroLado #SDOL https://t.co/Y1ZF54Crmd"
#SDOL,1586529674162995200,"Vocês não sabem o quão feliz e extasiado eu fiquei de saber que essa temporada vai ser inteiramente focada no 3D… https://t.co/R6ihQdDdDR"
#SDOL,1586529678617374700,"RT @youmiyoumo: identicos 👇  #SDOL #SinaisDoOutroLado https://t.co/0pGViuz4Ri"
#SDOL,1586529679132852200,"O LÍRIO EH MUUUUUITO CADELINHA DO CHICO EU VO MORREKKKKKKKK #sdol"
#SDOL,1586529663656284200,"RT @jaehyaoi: o xande e o guizo a cada 5 segundos:  #SDOL #SinaisDoOutroLado https://t.co/RSOa1VtfU0"
Carla Zambelli,1586529704219398100,"RT @marciotsantos: Dois amigos e aliados de Bolsonaro, armados por ele, tentaram matar inocentes essa semana. Igual a Roberto Jefferson, Ca…"
Carla Zambelli,1586529703657365500,"RT @felipeneto: 🚨🚨🚨  Carla Zambelli está dizendo que foi empurrada pelo homem e por isso sacou a arma!  MENTIRA!!!  No vídeo vemos q ela ca…"
Carla Zambelli,1586529703544127500,"RT @reporterenato: AGORA: Conscientemente estava ignorando e continuarei ignorando a resolução do senhor Alexandre de Moraes, diz deputad…"
Carla Zambelli,1586529703619199000,"RT @gduvivier: Lugar de racista é na prisão.  CARLA ZAMBELLI NA CADEIA!"
Carla Zambelli,1586529703522771000,"RT @ju_franco_: Crimes que Carla Zambelli cometeu apenas na tarde de hoje hoje:  ✔️Tentativa de homicídio ✔️Falsa comunicação de crime ✔️Cr…"
Carla Zambelli,1586529702898176000,"RT @choquei: 🚨VEJA: Carla Zambelli deixando o lugar onde sacou arma para petista, ouvindo gritos de “vagabunda”, “racista”, “mentirosa”. #E…"
Carla Zambelli,1586529702964908000,"RT @fellipebambam: Video da Carla Zambelli correndo atrás do Bandido com a arma viralizando aqui no Nordeste e virando muito voto q era do…"
Carla Zambelli,1586529702801309700,"RT @anonymousSCT: Carla Zambelli deve ser d*t1d#, em nome da constituição. Caso isso não ocorrer, nós, da Anonymous, tomaremos a frente do…"
Carla Zambelli,1586529702553927700,"RT @UOLNoticias: 📽️ @betobombig: Carla Zambelli não pode alegar legítima defesa em perseguição armada, diz membro do MP https://t.co/wQ0hjf…"
Carla Zambelli,1586529701907964000,"RT @choquei: 🚨CRISE: Apoiadores de Jair Bolsonaro criticam ação de Carla Zambelli ao apontar arma para petista. #Eleições2022 https://t.co/…"
Pedro Henrique,1586529692772860000,"Marinho, Pedro, Gabi e Bruno Henrique! A sociedade do anel. #MENGO"
Pedro Henrique,1586529645624950800,"RT @SofascoreBR: 🔎 Pedro Henrique (27 anos) nos últimos 3 jogos pelo Athletico:  ❌ 1 erro defensivo grave que gerou gol ❌ 1 erro defensivo…"
Pedro Henrique,1586529681527840800,"RT @Oledobrasil: Boa Pedro Henrique!!! Tá de parabéns…"
Pedro Henrique,1586529550942761000,"RT @FlaPosting: Pinola 2019  Pará 2020  Andreas 2021  Pedro Henrique 2022   A cada ano um novo pitico aparece"
Pedro Henrique,1586529532789502000,"RT @furlanvs: Depois falamos mais coisas, mas a principal precisa ser dita: o título foi entregue pelo Pedro Henrique no 1T e ele nunca mai…"
Pedro Henrique,1586529528192848000,"RT @BarczakFerr: Obrigado Pedro Henrique, você acabou com um dos maiores sonhos da minha vida. Você está de parabéns"
Pedro Henrique,1586529576900956200,"RT @FredHuber: Flamengo tem em seu elenco os últimos quatro melhores jogadores da Libertadores: Bruno Henrique,  Marinho,  Gabigol e Pedro.…"
Pedro Henrique,1586529436627001300,"RT @GersonKoringa: Pedro Henrique é escola Fagner  Desde o começo do jogo chegando duro, foi várias vezes contra o Pedro  Expulso merecido…"
Pedro Henrique,1586529491769098200,"RT @centraldanacao: PEDRO HENRIQUE É DA BASE DO CORINTHIANS  A UNIÃO FLARINTHIANS É FODA!!!!!  BOA MEU AGENTE SECRETO"
Pedro Henrique,1586529346021650400,"RT @viniciusabram: Parabéns, Pedro Henrique. Vamos viver na eterna dúvida de “e se ele não tivesse sido expulso?”. E o pior é ter uma quase…"
Gabigol,1586529701048160300,"RT @trovadordelgol_: El gol de @gabigol para el Título de @Flamengo  Felicitaciones @Flamengo_es por La Copa!!!  Mengooo Tri Campeão🏆🏆🏆 Así…"
Gabigol,1586529699316265000,"RT @vitorsergio: Ele fez a atmosfera do clube mudar  nas 8as da Copa do Brasil com um Lá no Maracanã eles vão encontrar um Inferno!.  E n…"
Gabigol,1586529699240738800,"RT @LibertadoresBR: ⚽🏆 O gol do tricampeonato do @Flamengo!  💪🏽 @gabigol, o predestinado em finais! Artilheiro da #GloriaEterna rubro-negra…"
Gabigol,1586529698397311000,"RT @LibertadoresBR: 💪❤️🖤 O herói do @Flamengo!  ⚽️ 4⃣ gols em 3⃣ finais e agora também o maior artilheiro do Brasil na história da CONMEBOL…"
Gabigol,1586529698640601000,"É impressionante como ele é viciado em marcar na final da Liberta https://t.co/2tA14PYd4N"
Gabigol,1586529699018444800,"RT @gabigol: Deus Obrigado por tudo, pela sua graça e misericórdia  Pela minha família e amigos  Amém 🙌🏽❤️ https://t.co/ZdIMHEGGYI"
Gabigol,1586529696787091500,"RT @trovadordelgol_: El gol de @gabigol para el Título de @Flamengo  Felicitaciones @Flamengo_es por La Copa!!!  Mengooo Tri Campeão🏆🏆🏆 Así…"
Gabigol,1586529696916729900,"eu te amo Gabriel Barbosa! ❤ https://t.co/tm6Lx8cwAe"
Gabigol,1586529696681930800,"RT @mundodabola: Gabigol e Zico são os maiores jogadores da história do Flamengo.  📸 André Durão https://t.co/0POQdr6ztZ"
Gabigol,1586529698003439600,"RT @AndreRamon1975: @gabigol @Flamengo https://t.co/GARZSZ3M2L"
Gabriel Barbosa,1586529696916729900,"eu te amo Gabriel Barbosa! ❤ https://t.co/tm6Lx8cwAe"
Gabriel Barbosa,1586529675899068400,"RT @goldorayo: Eu vou repetir: depois de Zico, Gabriel Barbosa é o maior jogador da HISTÓRIA do Clube de Regatas do Flamengo.   Os velhos í…"
Gabriel Barbosa,1586529672585564200,"RT @zaynxcrf: gabriel barbosa zerou o jogo https://t.co/suevQizbaG"
Gabriel Barbosa,1586529666709364700,"RT @flamenguismo_: Arthur Antunes Coimbra e Gabriel Barbosa Almeida.  Os ÚNICOS jogadores do Flamengo a marcarem em finais de Libertadores."
